,bardguilt,mltnguilt,question,rating,scenario,start,stop,subjguilt,uid
12782,true,,18,60,25.0,2020-12-16 18:13:27,2020-12-16 18:13:37,,A33VA7QSHBGFM0
12783,false,,19,68,28.0,2020-12-16 18:13:40,2020-12-16 18:13:51,,A33VA7QSHBGFM0
12784,false,,22,52,4.0,2020-12-16 18:13:24,2020-12-16 18:14:01,,A171UXH8M8F6HS
12785,false,true,3,92,7.0,2020-12-16 18:13:40,2020-12-16 18:14:06,true,A3N0108ZPQV6R4
12786,true,,20,59,4.0,2020-12-16 18:13:54,2020-12-16 18:14:06,,A33VA7QSHBGFM0
12787,false,true,4,98,4.0,2020-12-16 18:14:06,2020-12-16 18:14:19,true,A3N0108ZPQV6R4
12788,false,,23,51,25.0,2020-12-16 18:14:02,2020-12-16 18:14:21,,A171UXH8M8F6HS
12789,true,,21,64,15.0,2020-12-16 18:14:09,2020-12-16 18:14:22,,A33VA7QSHBGFM0
12790,false,true,5,92,28.0,2020-12-16 18:14:19,2020-12-16 18:14:34,true,A3N0108ZPQV6R4
12791,true,,24,99,9.0,2020-12-16 18:14:23,2020-12-16 18:14:37,,A171UXH8M8F6HS
12792,true,true,6,92,10.0,2020-12-16 18:14:35,2020-12-16 18:14:52,true,A3N0108ZPQV6R4
12793,false,,25,47,7.0,2020-12-16 18:14:38,2020-12-16 18:14:56,,A171UXH8M8F6HS
12794,true,,26,98,10.0,2020-12-16 18:14:57,2020-12-16 18:15:15,,A171UXH8M8F6HS
12795,true,true,0,76,13.0,2020-12-16 18:14:20,2020-12-16 18:15:40,true,A3C0Z70QH05XHK
12796,true,,27,99,2.0,2020-12-16 18:15:16,2020-12-16 18:15:40,,A171UXH8M8F6HS
12797,false,,22,62,27.0,2020-12-16 18:15:28,2020-12-16 18:15:44,,A33VA7QSHBGFM0
12798,false,true,7,94,19.0,2020-12-16 18:15:06,2020-12-16 18:16:03,true,A3N0108ZPQV6R4
12799,false,,23,68,9.0,2020-12-16 18:15:48,2020-12-16 18:16:10,,A33VA7QSHBGFM0
12800,true,,28,79,14.0,2020-12-16 18:15:49,2020-12-16 18:16:14,,A171UXH8M8F6HS
12801,false,true,8,95,5.0,2020-12-16 18:16:04,2020-12-16 18:16:18,true,A3N0108ZPQV6R4
12802,false,true,1,76,31.0,2020-12-16 18:15:41,2020-12-16 18:16:21,true,A3C0Z70QH05XHK
12803,true,,24,62,7.0,2020-12-16 18:16:12,2020-12-16 18:16:26,,A33VA7QSHBGFM0
12804,true,true,1,81,31.0,2020-12-16 18:16:22,2020-12-16 18:16:40,true,A3C0Z70QH05XHK
12805,true,,29,67,17.0,2020-12-16 18:16:15,2020-12-16 18:16:41,,A171UXH8M8F6HS
12806,false,true,9,91,24.0,2020-12-16 18:16:18,2020-12-16 18:16:43,true,A3N0108ZPQV6R4
12807,false,,25,47,21.0,2020-12-16 18:16:30,2020-12-16 18:16:43,,A33VA7QSHBGFM0
12808,false,,30,3,8.0,2020-12-16 18:16:43,2020-12-16 18:16:57,,A171UXH8M8F6HS
12809,true,,26,64,10.0,2020-12-16 18:16:47,2020-12-16 18:16:58,,A33VA7QSHBGFM0
12810,false,true,10,91,17.0,2020-12-16 18:16:44,2020-12-16 18:17:05,true,A3N0108ZPQV6R4
12811,true,,27,57,30.0,2020-12-16 18:17:01,2020-12-16 18:17:10,,A33VA7QSHBGFM0
12812,true,true,1,72,31.0,2020-12-16 18:16:41,2020-12-16 18:17:48,true,A3C0Z70QH05XHK
12813,false,false,1,87,31.0,2020-12-16 18:17:49,2020-12-16 18:18:09,false,A3C0Z70QH05XHK
12814,true,true,1,63,31.0,2020-12-16 18:18:11,2020-12-16 18:18:38,true,A3C0Z70QH05XHK
12815,false,false,1,72,31.0,2020-12-16 18:18:39,2020-12-16 18:18:58,false,A3C0Z70QH05XHK
12816,true,true,1,67,31.0,2020-12-16 18:18:59,2020-12-16 18:19:14,true,A3C0Z70QH05XHK
12817,true,true,0,77,5.0,2020-12-16 18:18:05,2020-12-16 18:19:16,true,A378DVZDTWCGQ7
12818,false,true,1,56,31.0,2020-12-16 18:19:15,2020-12-16 18:19:30,false,A3C0Z70QH05XHK
12819,false,true,1,58,31.0,2020-12-16 18:19:32,2020-12-16 18:19:46,false,A3C0Z70QH05XHK
12820,false,,28,62,22.0,2020-12-16 18:17:45,2020-12-16 18:19:59,,A33VA7QSHBGFM0
12821,true,true,1,72,31.0,2020-12-16 18:19:47,2020-12-16 18:20:05,true,A3C0Z70QH05XHK
12822,true,true,1,66,13.0,2020-12-16 18:19:22,2020-12-16 18:21:06,true,A378DVZDTWCGQ7
12823,true,true,1,62,31.0,2020-12-16 18:20:06,2020-12-16 18:21:20,true,A3C0Z70QH05XHK
12824,false,false,1,44,31.0,2020-12-16 18:21:21,2020-12-16 18:21:45,false,A3C0Z70QH05XHK
12825,false,,29,53,17.0,2020-12-16 18:20:03,2020-12-16 18:21:52,,A33VA7QSHBGFM0
12826,true,true,1,56,31.0,2020-12-16 18:21:46,2020-12-16 18:21:59,true,A3C0Z70QH05XHK
12827,false,,30,62,31.0,2020-12-16 18:21:55,2020-12-16 18:22:13,,A33VA7QSHBGFM0
12828,false,false,1,72,31.0,2020-12-16 18:22:00,2020-12-16 18:22:16,false,A3C0Z70QH05XHK
12829,false,false,2,25,3.0,2020-12-16 18:21:27,2020-12-16 18:22:42,false,A378DVZDTWCGQ7
12830,true,true,1,54,31.0,2020-12-16 18:22:17,2020-12-16 18:22:48,true,A3C0Z70QH05XHK
12831,true,true,3,48,24.0,2020-12-16 18:22:50,2020-12-16 18:24:33,true,A378DVZDTWCGQ7
12832,true,true,0,77,1.0,2020-12-16 18:24:27,2020-12-16 18:24:43,true,A1LM8OCZ4TNAJ5
12833,true,false,1,71,28.0,2020-12-16 18:24:46,2020-12-16 18:24:56,false,A1LM8OCZ4TNAJ5
12834,true,true,2,74,19.0,2020-12-16 18:25:22,2020-12-16 18:25:52,true,A1LM8OCZ4TNAJ5
12835,true,true,4,74,20.0,2020-12-16 18:24:37,2020-12-16 18:26:06,true,A378DVZDTWCGQ7
12836,true,true,3,77,12.0,2020-12-16 18:25:55,2020-12-16 18:26:48,true,A1LM8OCZ4TNAJ5
12837,false,false,5,27,9.0,2020-12-16 18:26:08,2020-12-16 18:27:01,false,A378DVZDTWCGQ7
12838,true,true,4,72,22.0,2020-12-16 18:26:51,2020-12-16 18:27:03,false,A1LM8OCZ4TNAJ5
12839,false,true,5,72,9.0,2020-12-16 18:27:06,2020-12-16 18:27:26,true,A1LM8OCZ4TNAJ5
12840,true,true,6,77,15.0,2020-12-16 18:27:29,2020-12-16 18:28:21,true,A1LM8OCZ4TNAJ5
12841,false,false,6,8,17.0,2020-12-16 18:27:06,2020-12-16 18:28:43,false,A378DVZDTWCGQ7
12842,false,true,7,76,30.0,2020-12-16 18:28:41,2020-12-16 18:28:51,true,A1LM8OCZ4TNAJ5
12843,true,true,8,79,8.0,2020-12-16 18:28:54,2020-12-16 18:29:06,false,A1LM8OCZ4TNAJ5
12844,true,true,9,80,27.0,2020-12-16 18:29:09,2020-12-16 18:29:24,true,A1LM8OCZ4TNAJ5
12845,false,false,10,78,4.0,2020-12-16 18:29:27,2020-12-16 18:29:41,false,A1LM8OCZ4TNAJ5
12846,false,false,7,27,11.0,2020-12-16 18:29:12,2020-12-16 18:30:17,false,A378DVZDTWCGQ7
12847,true,true,8,63,28.0,2020-12-16 18:30:20,2020-12-16 18:31:18,true,A378DVZDTWCGQ7
12848,false,false,9,14,23.0,2020-12-16 18:31:20,2020-12-16 18:32:26,false,A378DVZDTWCGQ7
12849,true,true,10,76,1.0,2020-12-16 18:32:30,2020-12-16 18:33:21,true,A378DVZDTWCGQ7
12850,false,false,11,9,25.0,2020-12-16 18:33:46,2020-12-16 18:34:28,false,A378DVZDTWCGQ7
12851,false,false,12,26,18.0,2020-12-16 18:34:31,2020-12-16 18:35:21,false,A378DVZDTWCGQ7
12852,true,true,13,75,12.0,2020-12-16 18:35:26,2020-12-16 18:36:09,true,A378DVZDTWCGQ7
12853,true,true,14,82,19.0,2020-12-16 18:36:13,2020-12-16 18:36:56,true,A378DVZDTWCGQ7
12854,true,true,15,70,4.0,2020-12-16 18:37:01,2020-12-16 18:38:09,true,A378DVZDTWCGQ7
12855,false,false,16,29,2.0,2020-12-16 18:38:12,2020-12-16 18:38:58,false,A378DVZDTWCGQ7
12856,false,false,17,31,14.0,2020-12-16 18:39:31,2020-12-16 18:40:21,false,A378DVZDTWCGQ7
12857,true,true,18,83,21.0,2020-12-16 18:40:26,2020-12-16 18:41:03,true,A378DVZDTWCGQ7
12858,false,false,19,32,7.0,2020-12-16 18:41:09,2020-12-16 18:42:08,false,A378DVZDTWCGQ7
12859,false,false,20,34,16.0,2020-12-16 18:42:14,2020-12-16 18:43:06,false,A378DVZDTWCGQ7
12860,true,true,21,73,6.0,2020-12-16 18:43:10,2020-12-16 18:43:58,true,A378DVZDTWCGQ7
12861,false,false,22,29,27.0,2020-12-16 18:44:27,2020-12-16 18:45:01,false,A378DVZDTWCGQ7
12862,true,true,23,73,26.0,2020-12-16 18:45:05,2020-12-16 18:45:32,true,A378DVZDTWCGQ7
12863,false,false,24,43,8.0,2020-12-16 18:45:37,2020-12-16 18:46:12,false,A378DVZDTWCGQ7
12864,true,true,25,74,15.0,2020-12-16 18:46:19,2020-12-16 18:47:20,true,A378DVZDTWCGQ7
12865,true,true,26,78,30.0,2020-12-16 18:47:22,2020-12-16 18:48:10,true,A378DVZDTWCGQ7
12866,true,true,27,71,31.0,2020-12-16 18:48:12,2020-12-16 18:48:57,true,A378DVZDTWCGQ7
12867,true,true,28,73,10.0,2020-12-16 18:49:19,2020-12-16 18:49:37,true,A378DVZDTWCGQ7
12868,true,true,29,84,22.0,2020-12-16 18:49:45,2020-12-16 18:50:21,true,A378DVZDTWCGQ7
12869,false,false,30,35,29.0,2020-12-16 18:50:23,2020-12-16 18:51:05,false,A378DVZDTWCGQ7
12870,true,,0,73,6.0,2020-12-16 18:54:58,2020-12-16 18:56:47,,A33KCN8G4T3XVR
12871,true,true,0,83,7.0,2020-12-16 19:06:52,2020-12-16 19:07:09,true,A2EN9R04J4G85Y
12872,true,true,1,92,6.0,2020-12-16 19:07:13,2020-12-16 19:07:23,true,A2EN9R04J4G85Y
12873,true,true,2,85,25.0,2020-12-16 19:07:38,2020-12-16 19:07:52,true,A2EN9R04J4G85Y
12874,true,true,3,94,14.0,2020-12-16 19:07:55,2020-12-16 19:08:07,true,A2EN9R04J4G85Y
12875,true,true,4,89,15.0,2020-12-16 19:08:10,2020-12-16 19:08:23,true,A2EN9R04J4G85Y
12876,true,true,5,87,5.0,2020-12-16 19:08:26,2020-12-16 19:08:35,true,A2EN9R04J4G85Y
12877,true,true,6,94,9.0,2020-12-16 19:08:38,2020-12-16 19:08:48,true,A2EN9R04J4G85Y
12878,true,true,7,91,16.0,2020-12-16 19:09:07,2020-12-16 19:09:17,true,A2EN9R04J4G85Y
12879,true,true,8,93,30.0,2020-12-16 19:09:20,2020-12-16 19:09:31,true,A2EN9R04J4G85Y
12880,true,true,9,93,18.0,2020-12-16 19:09:34,2020-12-16 19:09:45,true,A2EN9R04J4G85Y
12881,true,true,10,94,26.0,2020-12-16 19:09:48,2020-12-16 19:11:34,true,A2EN9R04J4G85Y
12882,true,,0,92,27.0,2020-12-16 19:19:14,2020-12-16 19:19:36,,A1FUK4Y4IT509I
12883,false,false,0,4,19.0,2020-12-16 19:25:55,2020-12-16 19:26:39,false,A3CI73EFDLS3OF
12884,true,true,1,57,30.0,2020-12-16 19:26:40,2020-12-16 19:27:17,true,A3CI73EFDLS3OF
12885,false,true,0,91,24.0,2020-12-16 19:27:10,2020-12-16 19:27:34,true,ARDUF5F189FZD
12886,false,false,1,89,17.0,2020-12-16 19:27:37,2020-12-16 19:27:48,false,ARDUF5F189FZD
12887,true,true,2,62,23.0,2020-12-16 19:27:27,2020-12-16 19:27:59,true,A3CI73EFDLS3OF
12888,false,false,2,89,4.0,2020-12-16 19:28:11,2020-12-16 19:28:24,true,ARDUF5F189FZD
12889,false,true,3,80,31.0,2020-12-16 19:28:26,2020-12-16 19:28:40,false,ARDUF5F189FZD
12890,false,false,3,21,26.0,2020-12-16 19:28:00,2020-12-16 19:28:48,false,A3CI73EFDLS3OF
12891,false,false,4,74,6.0,2020-12-16 19:28:42,2020-12-16 19:28:53,false,ARDUF5F189FZD
12892,false,false,5,90,5.0,2020-12-16 19:28:55,2020-12-16 19:29:07,false,ARDUF5F189FZD
12893,false,false,4,32,12.0,2020-12-16 19:28:50,2020-12-16 19:29:24,false,A3CI73EFDLS3OF
12894,false,true,6,87,25.0,2020-12-16 19:29:08,2020-12-16 19:29:22,false,ARDUF5F189FZD
12895,false,,1,93,10.0,2020-12-16 19:19:37,2020-12-16 19:29:39,,A1FUK4Y4IT509I
12896,false,false,7,86,16.0,2020-12-16 19:29:42,2020-12-16 19:29:58,false,ARDUF5F189FZD
12897,false,true,5,39,17.0,2020-12-16 19:29:24,2020-12-16 19:30:06,true,A3CI73EFDLS3OF
12898,false,true,8,75,30.0,2020-12-16 19:30:00,2020-12-16 19:30:13,true,ARDUF5F189FZD
12899,false,false,9,95,20.0,2020-12-16 19:30:14,2020-12-16 19:30:24,false,ARDUF5F189FZD
12900,false,true,6,35,18.0,2020-12-16 19:30:08,2020-12-16 19:30:41,true,A3CI73EFDLS3OF
12901,false,false,10,72,28.0,2020-12-16 19:30:26,2020-12-16 19:30:38,false,ARDUF5F189FZD
12902,false,false,11,69,14.0,2020-12-16 19:30:57,2020-12-16 19:31:08,true,ARDUF5F189FZD
12903,false,false,7,1,4.0,2020-12-16 19:30:46,2020-12-16 19:31:11,false,A3CI73EFDLS3OF
12904,false,false,12,94,18.0,2020-12-16 19:31:09,2020-12-16 19:31:19,false,ARDUF5F189FZD
12905,false,false,13,49,8.0,2020-12-16 19:31:21,2020-12-16 19:31:30,false,ARDUF5F189FZD
12906,false,false,14,72,23.0,2020-12-16 19:31:32,2020-12-16 19:31:41,false,ARDUF5F189FZD
12907,true,true,8,60,31.0,2020-12-16 19:31:12,2020-12-16 19:31:43,true,A3CI73EFDLS3OF
12908,false,false,15,93,13.0,2020-12-16 19:31:42,2020-12-16 19:32:00,false,ARDUF5F189FZD
12909,true,false,16,77,3.0,2020-12-16 19:32:02,2020-12-16 19:32:21,false,ARDUF5F189FZD
12910,true,,2,94,30.0,2020-12-16 19:30:36,2020-12-16 19:32:29,,A1FUK4Y4IT509I
12911,true,,3,89,12.0,2020-12-16 19:32:30,2020-12-16 19:32:50,,A1FUK4Y4IT509I
12912,false,,4,91,9.0,2020-12-16 19:32:51,2020-12-16 19:33:00,,A1FUK4Y4IT509I
12913,false,false,17,78,7.0,2020-12-16 19:32:41,2020-12-16 19:33:10,false,ARDUF5F189FZD
12914,false,,5,95,19.0,2020-12-16 19:33:01,2020-12-16 19:33:22,,A1FUK4Y4IT509I
12915,false,,6,91,14.0,2020-12-16 19:33:23,2020-12-16 19:33:34,,A1FUK4Y4IT509I
12916,false,false,18,81,9.0,2020-12-16 19:33:12,2020-12-16 19:33:43,false,ARDUF5F189FZD
12917,false,false,19,88,26.0,2020-12-16 19:33:45,2020-12-16 19:34:03,false,ARDUF5F189FZD
12918,false,false,20,83,29.0,2020-12-16 19:34:04,2020-12-16 19:34:17,false,ARDUF5F189FZD
12919,false,false,21,96,21.0,2020-12-16 19:34:19,2020-12-16 19:34:39,false,ARDUF5F189FZD
12920,false,,7,89,16.0,2020-12-16 19:33:44,2020-12-16 19:36:00,,A1FUK4Y4IT509I
12921,false,false,9,18,14.0,2020-12-16 19:31:44,2020-12-16 19:37:51,false,A3CI73EFDLS3OF
12922,false,false,10,0,2.0,2020-12-16 19:37:51,2020-12-16 19:38:28,false,A3CI73EFDLS3OF
12923,false,false,11,16,7.0,2020-12-16 19:38:36,2020-12-16 19:39:03,false,A3CI73EFDLS3OF
12924,true,true,12,90,1.0,2020-12-16 19:39:04,2020-12-16 19:39:36,true,A3CI73EFDLS3OF
12925,false,true,13,21,27.0,2020-12-16 19:39:37,2020-12-16 19:40:03,true,A3CI73EFDLS3OF
12926,true,true,14,100,10.0,2020-12-16 19:40:04,2020-12-16 19:40:35,true,A3CI73EFDLS3OF
12927,true,,8,96,6.0,2020-12-16 19:36:01,2020-12-16 19:41:00,,A1FUK4Y4IT509I
12928,false,false,15,1,11.0,2020-12-16 19:40:35,2020-12-16 19:41:10,false,A3CI73EFDLS3OF
12929,false,,9,93,17.0,2020-12-16 19:41:01,2020-12-16 19:41:17,,A1FUK4Y4IT509I
12930,true,,10,97,23.0,2020-12-16 19:41:18,2020-12-16 19:41:25,,A1FUK4Y4IT509I
12931,false,false,16,32,3.0,2020-12-16 19:41:10,2020-12-16 19:41:44,false,A3CI73EFDLS3OF
12932,true,,11,94,13.0,2020-12-16 19:41:33,2020-12-16 19:41:44,,A1FUK4Y4IT509I
12933,true,true,17,61,9.0,2020-12-16 19:41:50,2020-12-16 19:42:17,true,A3CI73EFDLS3OF
12934,true,true,18,87,16.0,2020-12-16 19:42:18,2020-12-16 19:42:38,true,A3CI73EFDLS3OF
12935,false,false,19,39,29.0,2020-12-16 19:42:39,2020-12-16 19:43:14,true,A3CI73EFDLS3OF
12936,false,false,20,17,6.0,2020-12-16 19:43:15,2020-12-16 19:43:51,false,A3CI73EFDLS3OF
12937,false,false,21,31,22.0,2020-12-16 19:43:52,2020-12-16 19:44:44,false,A3CI73EFDLS3OF
12938,false,false,22,1,21.0,2020-12-16 19:44:51,2020-12-16 19:45:17,false,A3CI73EFDLS3OF
12939,true,,12,92,7.0,2020-12-16 19:41:44,2020-12-16 19:45:37,,A1FUK4Y4IT509I
12940,false,,13,95,5.0,2020-12-16 19:45:38,2020-12-16 19:45:47,,A1FUK4Y4IT509I
12941,false,,14,94,28.0,2020-12-16 19:45:48,2020-12-16 19:45:58,,A1FUK4Y4IT509I
12942,false,true,23,50,8.0,2020-12-16 19:45:18,2020-12-16 19:45:59,true,A3CI73EFDLS3OF
12943,false,,15,88,2.0,2020-12-16 19:45:59,2020-12-16 19:46:08,,A1FUK4Y4IT509I
12944,false,true,0,61,4.0,2020-12-16 19:45:55,2020-12-16 19:46:26,true,A2PUO91RWWTH0F
12945,true,true,24,86,15.0,2020-12-16 19:46:00,2020-12-16 19:46:31,true,A3CI73EFDLS3OF
12946,true,true,25,82,13.0,2020-12-16 19:46:32,2020-12-16 19:46:52,true,A3CI73EFDLS3OF
12947,true,false,1,53,23.0,2020-12-16 19:46:26,2020-12-16 19:46:55,false,A2PUO91RWWTH0F
12948,false,false,2,65,6.0,2020-12-16 19:47:10,2020-12-16 19:47:38,false,A2PUO91RWWTH0F
12949,true,false,3,46,9.0,2020-12-16 19:47:38,2020-12-16 19:48:01,false,A2PUO91RWWTH0F
12950,true,false,4,45,16.0,2020-12-16 19:48:01,2020-12-16 19:48:21,true,A2PUO91RWWTH0F
12951,true,false,5,43,18.0,2020-12-16 19:48:22,2020-12-16 19:48:46,false,A2PUO91RWWTH0F
12952,false,,16,91,3.0,2020-12-16 19:46:10,2020-12-16 19:48:51,,A1FUK4Y4IT509I
12953,true,true,6,44,21.0,2020-12-16 19:48:46,2020-12-16 19:49:03,true,A2PUO91RWWTH0F
12954,true,true,7,43,15.0,2020-12-16 19:49:17,2020-12-16 19:49:39,true,A2PUO91RWWTH0F
12955,false,true,8,46,8.0,2020-12-16 19:49:39,2020-12-16 19:50:03,true,A2PUO91RWWTH0F
12956,false,true,9,57,14.0,2020-12-16 19:50:03,2020-12-16 19:50:20,true,A2PUO91RWWTH0F
12957,true,true,10,46,25.0,2020-12-16 19:50:20,2020-12-16 19:50:44,true,A2PUO91RWWTH0F
12958,true,false,11,56,1.0,2020-12-16 19:51:02,2020-12-16 19:51:15,false,A2PUO91RWWTH0F
12959,true,false,12,54,19.0,2020-12-16 19:51:16,2020-12-16 19:51:33,false,A2PUO91RWWTH0F
12960,false,true,26,57,25.0,2020-12-16 19:46:53,2020-12-16 19:51:35,true,A3CI73EFDLS3OF
12961,false,true,13,42,24.0,2020-12-16 19:51:34,2020-12-16 19:51:57,true,A2PUO91RWWTH0F
12962,false,false,27,0,5.0,2020-12-16 19:51:36,2020-12-16 19:52:04,false,A3CI73EFDLS3OF
12963,true,false,14,26,12.0,2020-12-16 19:51:58,2020-12-16 19:52:14,false,A2PUO91RWWTH0F
12964,true,false,15,29,30.0,2020-12-16 19:52:15,2020-12-16 19:52:36,false,A2PUO91RWWTH0F
12965,false,false,28,1,20.0,2020-12-16 19:52:11,2020-12-16 19:52:41,false,A3CI73EFDLS3OF
12966,false,false,16,35,20.0,2020-12-16 19:52:37,2020-12-16 19:52:55,false,A2PUO91RWWTH0F
12967,true,true,29,98,24.0,2020-12-16 19:52:42,2020-12-16 19:53:15,true,A3CI73EFDLS3OF
12968,false,false,17,55,17.0,2020-12-16 19:53:10,2020-12-16 19:53:25,false,A2PUO91RWWTH0F
12969,true,true,18,34,22.0,2020-12-16 19:53:26,2020-12-16 19:53:41,true,A2PUO91RWWTH0F
12970,true,true,19,45,11.0,2020-12-16 19:53:41,2020-12-16 19:53:52,true,A2PUO91RWWTH0F
12971,false,false,30,30,28.0,2020-12-16 19:53:16,2020-12-16 19:53:53,true,A3CI73EFDLS3OF
12972,true,true,20,41,10.0,2020-12-16 19:53:53,2020-12-16 19:54:06,true,A2PUO91RWWTH0F
12973,true,false,21,33,28.0,2020-12-16 19:54:06,2020-12-16 19:54:23,false,A2PUO91RWWTH0F
12974,false,true,22,41,3.0,2020-12-16 19:54:31,2020-12-16 19:54:46,true,A2PUO91RWWTH0F
12975,true,true,23,30,27.0,2020-12-16 19:54:47,2020-12-16 19:55:08,true,A2PUO91RWWTH0F
12976,true,true,24,67,5.0,2020-12-16 19:55:09,2020-12-16 19:55:22,true,A2PUO91RWWTH0F
12977,true,false,25,49,13.0,2020-12-16 19:55:22,2020-12-16 19:55:39,true,A2PUO91RWWTH0F
12978,true,true,26,49,2.0,2020-12-16 19:55:39,2020-12-16 19:55:56,true,A2PUO91RWWTH0F
12979,true,false,27,50,7.0,2020-12-16 19:55:56,2020-12-16 19:56:19,false,A2PUO91RWWTH0F
12980,false,,0,93,4.0,2020-12-16 19:57:58,2020-12-16 19:58:12,,A1SSIZ1YKDKPOV
12981,true,,1,85,11.0,2020-12-16 19:58:13,2020-12-16 19:58:22,,A1SSIZ1YKDKPOV
12982,true,,2,92,16.0,2020-12-16 19:58:42,2020-12-16 19:58:56,,A1SSIZ1YKDKPOV
12983,false,,3,96,29.0,2020-12-16 19:58:58,2020-12-16 19:59:13,,A1SSIZ1YKDKPOV
12984,true,,4,92,9.0,2020-12-16 19:59:15,2020-12-16 19:59:24,,A1SSIZ1YKDKPOV
12985,true,,5,93,12.0,2020-12-16 19:59:26,2020-12-16 20:00:07,,A1SSIZ1YKDKPOV
12986,false,,6,96,10.0,2020-12-16 20:00:08,2020-12-16 20:01:09,,A1SSIZ1YKDKPOV
12987,false,,0,18,16.0,2020-12-16 20:00:59,2020-12-16 20:01:46,,A2JV461I3AIXOH
12988,true,,7,92,22.0,2020-12-16 20:01:23,2020-12-16 20:02:02,,A1SSIZ1YKDKPOV
12989,false,,8,93,5.0,2020-12-16 20:02:04,2020-12-16 20:02:12,,A1SSIZ1YKDKPOV
12990,true,,9,89,31.0,2020-12-16 20:02:14,2020-12-16 20:02:25,,A1SSIZ1YKDKPOV
12991,false,,1,23,29.0,2020-12-16 20:01:47,2020-12-16 20:02:30,,A2JV461I3AIXOH
12992,true,,10,88,28.0,2020-12-16 20:02:26,2020-12-16 20:02:35,,A1SSIZ1YKDKPOV
12993,false,,11,94,14.0,2020-12-16 20:02:46,2020-12-16 20:02:57,,A1SSIZ1YKDKPOV
12994,true,,12,92,15.0,2020-12-16 20:02:59,2020-12-16 20:03:10,,A1SSIZ1YKDKPOV
12995,true,,13,90,19.0,2020-12-16 20:03:13,2020-12-16 20:03:21,,A1SSIZ1YKDKPOV
12996,true,,14,92,17.0,2020-12-16 20:03:24,2020-12-16 20:03:31,,A1SSIZ1YKDKPOV
12997,true,,15,90,21.0,2020-12-16 20:03:33,2020-12-16 20:03:48,,A1SSIZ1YKDKPOV
12998,false,,2,53,31.0,2020-12-16 20:02:45,2020-12-16 20:04:01,,A2JV461I3AIXOH
12999,false,,16,87,25.0,2020-12-16 20:03:50,2020-12-16 20:04:03,,A1SSIZ1YKDKPOV
13000,true,,3,53,27.0,2020-12-16 20:04:02,2020-12-16 20:04:31,,A2JV461I3AIXOH
13001,true,,17,87,3.0,2020-12-16 20:04:26,2020-12-16 20:04:36,,A1SSIZ1YKDKPOV
13002,false,,18,90,8.0,2020-12-16 20:04:38,2020-12-16 20:04:49,,A1SSIZ1YKDKPOV
13003,false,,4,52,8.0,2020-12-16 20:04:32,2020-12-16 20:04:57,,A2JV461I3AIXOH
13004,false,,5,48,5.0,2020-12-16 20:04:58,2020-12-16 20:05:25,,A2JV461I3AIXOH
13005,true,,19,91,13.0,2020-12-16 20:04:51,2020-12-16 20:06:08,,A1SSIZ1YKDKPOV
13006,false,,6,53,26.0,2020-12-16 20:05:26,2020-12-16 20:06:11,,A2JV461I3AIXOH
13007,true,,20,88,20.0,2020-12-16 20:06:09,2020-12-16 20:06:31,,A1SSIZ1YKDKPOV
13008,true,,21,89,30.0,2020-12-16 20:06:32,2020-12-16 20:06:40,,A1SSIZ1YKDKPOV
13009,true,,0,78,6.0,2020-12-16 20:06:42,2020-12-16 20:06:52,,A36FTFWKSRJHMR
13010,false,,1,49,3.0,2020-12-16 20:06:53,2020-12-16 20:06:57,,A36FTFWKSRJHMR
13011,true,,22,91,27.0,2020-12-16 20:06:53,2020-12-16 20:07:04,,A1SSIZ1YKDKPOV
13012,true,,7,80,12.0,2020-12-16 20:06:47,2020-12-16 20:07:13,,A2JV461I3AIXOH
13013,true,,2,64,29.0,2020-12-16 20:07:08,2020-12-16 20:07:17,,A36FTFWKSRJHMR
13014,false,,23,94,1.0,2020-12-16 20:07:06,2020-12-16 20:07:22,,A1SSIZ1YKDKPOV
13015,true,,3,65,10.0,2020-12-16 20:07:18,2020-12-16 20:07:27,,A36FTFWKSRJHMR
13016,true,,24,92,2.0,2020-12-16 20:07:23,2020-12-16 20:07:32,,A1SSIZ1YKDKPOV
13017,false,,4,40,31.0,2020-12-16 20:07:28,2020-12-16 20:07:35,,A36FTFWKSRJHMR
13018,true,,5,79,25.0,2020-12-16 20:07:35,2020-12-16 20:07:41,,A36FTFWKSRJHMR
13019,false,,8,33,25.0,2020-12-16 20:07:13,2020-12-16 20:07:44,,A2JV461I3AIXOH
13020,false,,6,50,28.0,2020-12-16 20:07:41,2020-12-16 20:07:47,,A36FTFWKSRJHMR
13021,true,,7,41,4.0,2020-12-16 20:07:55,2020-12-16 20:08:04,,A36FTFWKSRJHMR
13022,false,,8,89,30.0,2020-12-16 20:08:05,2020-12-16 20:08:11,,A36FTFWKSRJHMR
13023,true,,25,91,7.0,2020-12-16 20:07:33,2020-12-16 20:08:15,,A1SSIZ1YKDKPOV
13024,true,,9,40,18.0,2020-12-16 20:08:12,2020-12-16 20:08:20,,A36FTFWKSRJHMR
13025,false,,9,47,6.0,2020-12-16 20:07:45,2020-12-16 20:08:22,,A2JV461I3AIXOH
13026,true,,10,80,7.0,2020-12-16 20:08:21,2020-12-16 20:08:27,,A36FTFWKSRJHMR
13027,false,,26,93,23.0,2020-12-16 20:08:16,2020-12-16 20:08:31,,A1SSIZ1YKDKPOV
13028,true,,27,91,26.0,2020-12-16 20:08:33,2020-12-16 20:08:43,,A1SSIZ1YKDKPOV
